id;Image;Name(en);Reference;Category;"Price (tax excl.)";"Price (tax incl.)";Quantity;Status;Position
623;https://aayurshoppy.com//shrikhand.jpg;श्रीखंड;;"Milk and Milk Products";0.000000;0;0;1
