Image;Name(en);Name(mr);Reference;Category;"Price (tax excl.)";"Price (tax incl.)";Quantity;Status;Position
https://aayurshoppy.com//shrikhand.jpg;shrikhand; श्रीखंड;;"Milk and Milk Products";0.000000;0;0;1
